Query: NLB074925_01, Tunefamily: 10000_0, average precision:[1.0] 
Query: NLB073288_01, Tunefamily: 9980_0, average precision:[0.10086938725139767] 
Query: NLB073294_01, Tunefamily: 9980_0, average precision:[0.09035800654459016] 
Query: NLB073332_01, Tunefamily: 9980_0, average precision:[0.10283499121692918] 
Query: NLB073537_01, Tunefamily: 9980_0, average precision:[0.1152337405252758] 
Query: NLB073776_01, Tunefamily: 9980_0, average precision:[0.08676953292849429] 
Query: NLB074531_01, Tunefamily: 9980_0, average precision:[0.09258685731260896] 
Query: NLB074650_04, Tunefamily: 9980_0, average precision:[0.09908341298817597] 
Query: NLB075175_01, Tunefamily: 9980_0, average precision:[0.0870237664015596] 
Query: NLB075180_01, Tunefamily: 9980_0, average precision:[0.11712776232730414] 
Query: NLB074384_01, Tunefamily: 9981_0, average precision:[0.3350035845893344] 
Query: NLB074768_01, Tunefamily: 9981_0, average precision:[0.6677454153182308] 
Query: NLB075546_01, Tunefamily: 9981_0, average precision:[0.6674436674436675] 
Query: NLB133642_01, Tunefamily: 9982_0, average precision:[0.8055555555555556] 
Query: NLB140082_01, Tunefamily: 9982_0, average precision:[0.7916666666666666] 
Query: NLB140337_01, Tunefamily: 9982_0, average precision:[0.7916666666666666] 
Query: NLB112022_01, Tunefamily: 9984_0, average precision:[1.0] 
Query: NLB141106_01, Tunefamily: 9984_0, average precision:[1.0] 
Query: NLB124525_01, Tunefamily: 9988_0, average precision:[1.0] 
Query: NLB140296_01, Tunefamily: 9988_0, average precision:[1.0] 
Query: NLB072765_01, Tunefamily: 9991_0, average precision:[0.5004415011037527] 
Query: NLB073810_01, Tunefamily: 9991_0, average precision:[0.5003829950210648] 
Query: NLB134954_01, Tunefamily: 9992_1, average precision:[0.5217391304347826] 
Query: NLB176996_01, Tunefamily: 9992_1, average precision:[0.5188679245283019] 
Query: NLB070407_01, Tunefamily: 9992_5, average precision:[1.0] 
Query: NLB170234_01, Tunefamily: 9992_5, average precision:[0.5833333333333334] 
Query: NLB071045_01, Tunefamily: 9992_6, average precision:[0.06356361153841926] 
Query: NLB071182_01, Tunefamily: 9992_6, average precision:[0.1267792790083751] 
Query: NLB074700_01, Tunefamily: 9992_6, average precision:[0.06038816285433785] 
Query: NLB074700_02, Tunefamily: 9992_6, average precision:[0.06414061912079043] 
Query: NLB075577_01, Tunefamily: 9992_6, average precision:[0.12169021995635963] 
Query: NLB075577_02, Tunefamily: 9992_6, average precision:[0.13180167955261665] 
Query: NLB075713_01, Tunefamily: 9992_6, average precision:[0.10056843747959363] 
Query: NLB075713_02, Tunefamily: 9992_6, average precision:[0.11981026635437728] 
Query: NLB075911_01, Tunefamily: 9992_6, average precision:[0.1214311792704847] 
Query: NLB075911_02, Tunefamily: 9992_6, average precision:[0.1214311792704847] 
Query: NLB076315_01, Tunefamily: 9992_6, average precision:[0.12160017229766414] 
Query: NLB076315_02, Tunefamily: 9992_6, average precision:[0.12160017229766414] 
Query: NLB076609_01, Tunefamily: 9992_6, average precision:[0.1320393753866474] 
Query: NLB076609_02, Tunefamily: 9992_6, average precision:[0.18295874316680596] 
Query: NLB076613_01, Tunefamily: 9992_6, average precision:[0.12261888742840583] 
Query: NLB076613_02, Tunefamily: 9992_6, average precision:[0.12134372230876288] 
Query: NLB146191_01, Tunefamily: 9992_6, average precision:[0.08578263138950201] 
Query: NLB071186_01, Tunefamily: 9993_0, average precision:[1.0] 
Query: NLB146186_01, Tunefamily: 9993_0, average precision:[1.0] 
Query: NLB140411_01, Tunefamily: 9994_0, average precision:[0.6669069357680603] 
Query: NLB144656_01, Tunefamily: 9994_0, average precision:[0.33454725235290395] 
Query: NLB170317_01, Tunefamily: 9994_0, average precision:[0.6673572744014733] 
Query: NLB071951_01, Tunefamily: 9997_0, average precision:[0.25279376210512255] 
Query: NLB074764_01, Tunefamily: 9997_0, average precision:[0.20122850642801154] 
Query: NLB075102_01, Tunefamily: 9997_0, average precision:[0.2615079634760486] 
Query: NLB075335_01, Tunefamily: 9997_0, average precision:[0.21908764606412912] 
Query: NLB075953_01, Tunefamily: 9997_0, average precision:[0.2828509564150618] 
Query: NLB140814_01, Tunefamily: 9998_0, average precision:[1.0] 
Query: NLB142318_01, Tunefamily: 9998_0, average precision:[1.0] 
MAP: 0.4285448336193626sion:[0.14584852374618984] 
Query: NLB072043_01, Tunefamily: 9955_2, average precision:[0.5001623640201331] 
Query: NLB073541_01, Tunefamily: 9955_2, average precision:[0.5001820498816676] 
Query: NLB072465_01, Tunefamily: 9957_0, average precision:[0.16881925805579742] 
Query: NLB074177_01, Tunefamily: 9957_0, average precision:[0.167066002678616] 
Query: NLB074177_02, Tunefamily: 9957_0, average precision:[0.16734548502882626] 
Query: NLB074578_01, Tunefamily: 9957_0, average precision:[0.18546735620411905] 
Query: NLB076176_03, Tunefamily: 9957_0, average precision:[0.17693569307989135] 
Query: NLB112108_01, Tunefamily: 9957_0, average precision:[0.1693283530164634] 
Query: NLB074601_01, Tunefamily: 9958_0, average precision:[0.5076923076923077] 
Query: NLB075653_01, Tunefamily: 9958_0, average precision:[0.512987012987013] 
Query: NLB070382_01, Tunefamily: 9959_0, average precision:[0.2571197728020251] 
Query: NLB071914_01, Tunefamily: 9959_0, average precision:[0.250670705252092] 
Query: NLB072772_01, Tunefamily: 9959_0, average precision:[0.2508855937837036] 
Query: NLB074263_01, Tunefamily: 9959_0, average precision:[0.2655529272597042] 
Query: NLB074239_01, Tunefamily: 9960_1, average precision:[0.41708823028444897] 
Query: NLB074454_01, Tunefamily: 9960_1, average precision:[0.25213248886527007] 
Query: NLB074602_01, Tunefamily: 9960_1, average precision:[0.4170576342111008] 
Query: NLB137644_01, Tunefamily: 9960_1, average precision:[0.25294915759409176] 
Query: NLB140324_01, Tunefamily: 9962_4, average precision:[0.5016863406408094] 
Query: NLB147804_01, Tunefamily: 9962_4, average precision:[0.503030303030303] 
Query: NLB072509_01, Tunefamily: 9963_1, average precision:[0.6671144947007016] 
Query: NLB072512_01, Tunefamily: 9963_1, average precision:[0.6675206376316538] 
Query: NLB150157_01, Tunefamily: 9963_1, average precision:[0.33392116663914184] 
Query: NLB074130_01, Tunefamily: 9963_2, average precision:[0.3340099245007135] 
Query: NLB139289_01, Tunefamily: 9963_2, average precision:[0.33609858280119026] 
Query: NLB150164_01, Tunefamily: 9963_2, average precision:[0.3370818595748669] 
Query: NLB112212_01, Tunefamily: 9963_4, average precision:[0.3754300676312622] 
Query: NLB135679_01, Tunefamily: 9963_4, average precision:[0.2509822053226704] 
Query: NLB150146_01, Tunefamily: 9963_4, average precision:[0.3754372437138931] 
Query: NLB167759_01, Tunefamily: 9963_4, average precision:[0.25079885613887937] 
Query: NLB074564_01, Tunefamily: 9965_0, average precision:[0.20500467762547603] 
Query: NLB075222_01, Tunefamily: 9965_0, average precision:[0.20764571846917843] 
Query: NLB075222_02, Tunefamily: 9965_0, average precision:[0.21220269587649296] 
Query: NLB075756_01, Tunefamily: 9965_0, average precision:[0.20535207836095082] 
Query: NLB142298_01, Tunefamily: 9965_0, average precision:[0.20114342198545881] 
Query: NLB071017_01, Tunefamily: 9966_0, average precision:[0.5005698005698006] 
Query: NLB073251_01, Tunefamily: 9966_0, average precision:[0.500184060371802] 
Query: NLB071023_01, Tunefamily: 9967_1, average precision:[0.14847991521443973] 
Query: NLB073243_01, Tunefamily: 9967_1, average precision:[0.1438852903195191] 
Query: NLB073252_01, Tunefamily: 9967_1, average precision:[0.3472401097685534] 
Query: NLB141610_01, Tunefamily: 9967_1, average precision:[0.3955710623284247] 
Query: NLB141613_01, Tunefamily: 9967_1, average precision:[0.2868301098047483] 
Query: NLB147947_01, Tunefamily: 9967_1, average precision:[0.2868301098047483] 
Query: NLB147975_01, Tunefamily: 9967_1, average precision:[0.3955710623284247] 
Query: NLB072395_01, Tunefamily: 9967_2, average precision:[0.46698162729658793] 
Query: NLB072418_01, Tunefamily: 9967_2, average precision:[0.41692459805691684] 
Query: NLB073783_01, Tunefamily: 9967_2, average precision:[0.33371331287756034] 
Query: NLB071948_01, Tunefamily: 9968_1, average precision:[0.5666666666666667] 
Query: NLB072675_01, Tunefamily: 9968_1, average precision:[0.5454545454545454] 
Query: NLB072602_01, Tunefamily: 9970_0, average precision:[0.33518640636741454] 
Query: NLB072704_01, Tunefamily: 9970_0, average precision:[0.3376914508493456] 
Query: NLB074181_01, Tunefamily: 9970_0, average precision:[0.3371310799076146] 
Query: NLB109703_01, Tunefamily: 9971_0, average precision:[0.5909090909090909] 
Query: NLB142870_01, Tunefamily: 9971_0, average precision:[0.5526315789473684] 
Query: NLB074970_01, Tunefamily: 9972_1, average precision:[0.2516981465301038] 
Query: NLB074970_02, Tunefamily: 9972_1, average precision:[0.25267659239180323] 
Query: NLB141794_01, Tunefamily: 9972_1, average precision:[0.25256822853138666] 
Query: NLB142943_01, Tunefamily: 9972_1, average precision:[0.25045207191835855] 
Query: NLB140598_01, Tunefamily: 9973_0, average precision:[0.5021739130434782] 
Query: NLB142521_01, Tunefamily: 9973_0, average precision:[0.5025252525252525] 
Query: NLB076483_01, Tunefamily: 9974_2, average precision:[0.4016835016835017] 
Query: NLB076483_07, Tunefamily: 9974_2, average precision:[0.33704681476845005] 
Query: NLB111581_01, Tunefamily: 9974_2, average precision:[0.4192844677137871] 
Query: NLB070038_01, Tunefamily: 9977_0, average precision:[0.33714677047289504] 
Query: NLB070179_01, Tunefamily: 9977_0, average precision:[0.33805145358695315] 
Query: NLB076165_01, Tunefamily: 9977_0, average precision:[0.33503281382613537] 
Query: NLB070135_01, Tunefamily: 9979_0, average precision:[0.8333333333333333] 
Query: NLB074358_01, Tunefamily: 9979_0, average precision:[0.6428571428571428] 
Query: NLB071962_01, Tunefamily: 9980_0, average precision:[0.09976155435070823] 
Query: NLB072814_01, Tunefamily: 9980_0, average precision:[0.10729197280216324] 
Query: NLB072829_01, Tunefamily: 9980_0, average precision:[0.09918631438720894] 
Query: NLB073288_01, Tunefamily: 9980_0, average precision:[0.10710732919775291] 
Query: NLB073294_01, Tunefamily: 9980_0, average precision:[0.10897913396489586] 
Query: NLB073332_01, Tunefamily: 9980_0, average precision:[0.10120156925014857] 
Query: NLB073537_01, Tunefamily: 9980_0, average precision:[0.21595593671222726] 
Query: NLB073776_01, Tunefamily: 9980_0, average precision:[0.09707855964794232] 
Query: NLB074531_01, Tunefamily: 9980_0, average precision:[0.12153843461356559] 
Query: NLB074650_04, Tunefamily: 9980_0, average precision:[0.10615802752197283] 
Query: NLB075175_01, Tunefamily: 9980_0, average precision:[0.12746160069343085] 
Query: NLB075180_01, Tunefamily: 9980_0, average precision:[0.13534878268213446] 
Query: NLB074384_01, Tunefamily: 9981_0, average precision:[0.3335650839085719] 
Query: NLB074768_01, Tunefamily: 9981_0, average precision:[0.3537191770647653] 
Query: NLB075546_01, Tunefamily: 9981_0, average precision:[0.346092618158886] 
Query: NLB133642_01, Tunefamily: 9982_0, average precision:[0.4] 
Query: NLB140082_01, Tunefamily: 9982_0, average precision:[0.5222222222222223] 
Query: NLB140337_01, Tunefamily: 9982_0, average precision:[0.5833333333333334] 
Query: NLB112022_01, Tunefamily: 9984_0, average precision:[1.0] 
Query: NLB141106_01, Tunefamily: 9984_0, average precision:[1.0] 
Query: NLB124525_01, Tunefamily: 9988_0, average precision:[0.75] 
Query: NLB140296_01, Tunefamily: 9988_0, average precision:[0.75] 
Query: NLB072765_01, Tunefamily: 9991_0, average precision:[0.5026455026455027] 
Query: NLB073810_01, Tunefamily: 9991_0, average precision:[0.5025252525252525] 
Query: NLB134954_01, Tunefamily: 9992_1, average precision:[0.5013089005235603] 
Query: NLB176996_01, Tunefamily: 9992_1, average precision:[0.501727115716753] 
Query: NLB070407_01, Tunefamily: 9992_5, average precision:[0.5178571428571429] 
Query: NLB170234_01, Tunefamily: 9992_5, average precision:[0.5098039215686274] 
Query: NLB071045_01, Tunefamily: 9992_6, average precision:[0.06681752901832802] 
Query: NLB071182_01, Tunefamily: 9992_6, average precision:[0.06852263789008002] 
Query: NLB074700_01, Tunefamily: 9992_6, average precision:[0.0674614326147767] 
Query: NLB074700_02, Tunefamily: 9992_6, average precision:[0.06735165050212291] 
Query: NLB075577_01, Tunefamily: 9992_6, average precision:[0.06433571742735257] 
Query: NLB075577_02, Tunefamily: 9992_6, average precision:[0.10481112782212137] 
Query: NLB075713_01, Tunefamily: 9992_6, average precision:[0.067269411779516] 
Query: NLB075713_02, Tunefamily: 9992_6, average precision:[0.06619177213935451] 
Query: NLB075911_01, Tunefamily: 9992_6, average precision:[0.06506303283480605] 
Query: NLB075911_02, Tunefamily: 9992_6, average precision:[0.06468033719985622] 
Query: NLB076315_01, Tunefamily: 9992_6, average precision:[0.0649293463374707] 
Query: NLB076315_02, Tunefamily: 9992_6, average precision:[0.0645658164543601] 
Query: NLB076609_01, Tunefamily: 9992_6, average precision:[0.09453720114522968] 
Query: NLB076609_02, Tunefamily: 9992_6, average precision:[0.06792985304919888] 
Query: NLB076613_01, Tunefamily: 9992_6, average precision:[0.07651294348046178] 
Query: NLB076613_02, Tunefamily: 9992_6, average precision:[0.08033040902501438] 
Query: NLB146191_01, Tunefamily: 9992_6, average precision:[0.06426881610451075] 
Query: NLB071186_01, Tunefamily: 9993_0, average precision:[0.625] 
Query: NLB146186_01, Tunefamily: 9993_0, average precision:[0.5769230769230769] 
Query: NLB140411_01, Tunefamily: 9994_0, average precision:[0.35743120777722853] 
Query: NLB144656_01, Tunefamily: 9994_0, average precision:[0.33358600387535176] 
Query: NLB170317_01, Tunefamily: 9994_0, average precision:[0.3537883899726005] 
Query: NLB071951_01, Tunefamily: 9997_0, average precision:[0.2654095707433509] 
Query: NLB074764_01, Tunefamily: 9997_0, average precision:[0.20034950258738943] 
Query: NLB075102_01, Tunefamily: 9997_0, average precision:[0.34267473993718583] 
Query: NLB075335_01, Tunefamily: 9997_0, average precision:[0.24313912150088093] 
Query: NLB075953_01, Tunefamily: 9997_0, average precision:[0.34567591570901846] 
Query: NLB140814_01, Tunefamily: 9998_0, average precision:[0.5083333333333333] 
Query: NLB142318_01, Tunefamily: 9998_0, average precision:[0.5120481927710844] 
MAP: 0.31889834865780853uery: NLB075952_01, Tunefamily: 9901_0, average precision:[0.002751717350962638] 
Query: NLB076149_01, Tunefamily: 9901_0, average precision:[0.0020116277627388094] 
Query: NLB112217_01, Tunefamily: 9901_0, average precision:[0.05194845984653577] 
Query: NLB141409_01, Tunefamily: 9901_0, average precision:[0.01135905704547164] 
Query: NLB144102_01, Tunefamily: 9901_0, average precision:[0.004812105582380301] 
Query: NLB146663_01, Tunefamily: 9901_0, average precision:[0.0028512954619934706] 
Query: NLB154495_01, Tunefamily: 9901_0, average precision:[0.006450860602331563] 
Query: NLB073610_01, Tunefamily: 9904_0, average precision:[0.002688135693901786] 
Query: NLB074595_01, Tunefamily: 9904_0, average precision:[0.00041050208848770987] 
Query: NLB075121_01, Tunefamily: 9904_0, average precision:[0.0032071333732424947] 
Query: NLB075646_01, Tunefamily: 9904_0, average precision:[0.0007766312318392882] 
Query: NLB142711_01, Tunefamily: 9904_0, average precision:[0.0004251262047860999] 
Query: NLB074331_01, Tunefamily: 9906_0, average precision:[0.005644740125603592] 
Query: NLB074464_01, Tunefamily: 9906_0, average precision:[0.004313783881567351] 
Query: NLB076515_01, Tunefamily: 9906_0, average precision:[0.0010933131245399266] 
Query: NLB076515_02, Tunefamily: 9906_0, average precision:[0.0010532423677349228] 
Query: NLB140085_01, Tunefamily: 9906_0, average precision:[0.00044024400554068765] 
Query: NLB070998_01, Tunefamily: 9907_0, average precision:[0.000559030927678476] 
Query: NLB139094_01, Tunefamily: 9907_0, average precision:[0.0026544693908919425] 
Query: NLB163948_01, Tunefamily: 9907_0, average precision:[0.0003747254147620004] 
Query: NLB072743_01, Tunefamily: 9908_1, average precision:[0.002482786354967983] 
Query: NLB073387_01, Tunefamily: 9908_1, average precision:[0.0011216789690338062] 
Query: NLB073387_02, Tunefamily: 9908_1, average precision:[0.002311369863835961] 
Query: NLB074023_01, Tunefamily: 9908_1, average precision:[0.003804071323005333] 
Query: NLB074023_02, Tunefamily: 9908_1, average precision:[0.002967462984500755] 
Query: NLB074023_03, Tunefamily: 9908_1, average precision:[0.0011155927388291804] 
Query: NLB074671_01, Tunefamily: 9908_1, average precision:[0.0021817529232301515] 
